道路编号	县区	乡	道路等级	速度
1972	11县区	4乡	主干路	54.42468621
1973	09县区	3乡	主干路	70.64632609
1974	11县区	4乡	支路	22.62343506
1975	10县区	4乡	次干路	46.73386768
1976	11县区	4乡	主干路	62.09991294
1977	09县区	2乡	主干路	59.4390355
1978	09县区	1乡	支路	21.03578327
1979	10县区	2乡	快速路	88.42060156
1980	09县区	2乡	主干路	65.14331073
1981	10县区	4乡	主干路	53.04696096
1982	科技县	4乡	主干路	77.90297186
1983	09县区	2乡	支路	26.15669396
1984	09县区	1乡	主干路	77.92429865
1985	10县区	4乡	支路	27.05123814
1986	10县区	3乡	主干路	64.09636693
1987	11县区	3乡	支路	29.60406493
1988	09县区	2乡	主干路	61.58333568
1989	11县区	1乡	快速路	88.82957188
1990	科技县	4乡	次干路	47.37761197
1991	09县区	1乡	快速路	91.86757699
1992	科技县	2乡	主干路	79.37405057
1993	09县区	2乡	次干路	42.91010663
1994	科技县	2乡	次干路	32.5836724
1995	11县区	4乡	主干路	73.49747238
1996	11县区	2乡	次干路	40.25923589
1997	09县区	2乡	快速路	116.5981876
1998	09县区	3乡	次干路	39.11029841
1999	科技县	4乡	快速路	114.0645859
2000	科技县	1乡	支路	29.79389832
2001	科技县	2乡	支路	29.06958547
2002	10县区	1乡	支路	26.69462651
2003	11县区	3乡	支路	21.97905652
2004	科技县	4乡	支路	22.64793595
2005	10县区	2乡	快速路	116.3795569
2006	09县区	1乡	次干路	36.37492842
2007	10县区	4乡	主干路	57.15380707
2008	11县区	3乡	次干路	32.37709574
2009	科技县	1乡	主干路	61.02153179
2010	11县区	1乡	快速路	107.1258839
2011	10县区	1乡	主干路	59.088419
2012	10县区	3乡	支路	20.39874909
2013	10县区	4乡	支路	24.92811932
2014	科技县	1乡	主干路	79.57371448
2015	11县区	4乡	主干路	58.94359127
2016	10县区	4乡	支路	24.58802753
2017	09县区	2乡	支路	26.11947001
2018	科技县	2乡	主干路	63.86928634
2019	科技县	4乡	主干路	68.75634406
2020	10县区	1乡	快速路	112.2272356
2021	科技县	4乡	主干路	59.43973342
2022	09县区	1乡	支路	20.16101211
2023	11县区	2乡	主干路	79.55442574
2024	科技县	1乡	次干路	33.33918995
2025	11县区	4乡	次干路	37.83043255
2026	10县区	1乡	支路	27.28903982
2027	科技县	4乡	次干路	36.90369958
2028	10县区	4乡	次干路	43.81497389
2029	10县区	1乡	支路	23.64233881
2030	10县区	3乡	主干路	79.84893146
2031	10县区	4乡	主干路	75.82769629
2032	科技县	4乡	快速路	80.41427412
2033	科技县	1乡	快速路	105.6948768
2034	09县区	1乡	次干路	36.66073976
2035	科技县	3乡	支路	20.43849719
2036	09县区	1乡	主干路	54.24276323
2037	09县区	4乡	支路	29.91248469
2038	11县区	3乡	快速路	94.97506888
2039	11县区	3乡	次干路	30.98327193
2040	科技县	4乡	次干路	32.73246818
2041	11县区	1乡	主干路	73.09567677
2042	09县区	1乡	支路	23.5550277
2043	10县区	1乡	支路	26.24822256
2044	09县区	4乡	主干路	58.89675899
2045	科技县	1乡	主干路	65.77594105
2046	科技县	3乡	快速路	119.8077523
2047	09县区	3乡	主干路	50.73444135
2048	09县区	2乡	次干路	41.33499621
2049	11县区	3乡	支路	28.968939
2050	09县区	1乡	支路	27.7570299
2051	09县区	1乡	次干路	31.09007757
2052	09县区	3乡	次干路	42.4427874
2053	11县区	1乡	支路	28.46192306
2054	科技县	4乡	支路	23.93760503
2055	科技县	3乡	支路	21.35318557
2056	科技县	2乡	主干路	56.29285446
2057	科技县	4乡	次干路	47.74895253
2058	10县区	2乡	次干路	47.98632248
2059	科技县	2乡	次干路	47.53841147
2060	10县区	2乡	支路	23.84990956
2061	10县区	2乡	支路	26.66818176
2062	11县区	3乡	支路	26.39336782
2063	09县区	2乡	主干路	70.25527616
2064	09县区	1乡	次干路	46.78211772
2065	09县区	2乡	快速路	103.598342
2066	10县区	2乡	次干路	35.00835461
2067	09县区	1乡	主干路	66.61006265
2068	科技县	3乡	快速路	115.3239048
2069	09县区	3乡	次干路	45.36426103
2070	11县区	4乡	主干路	52.32891733
2071	09县区	4乡	主干路	78.84506092
2072	11县区	3乡	快速路	118.55515
2073	科技县	3乡	快速路	83.68383659
2074	11县区	1乡	主干路	52.34153517
2075	10县区	1乡	主干路	74.30324008
2076	11县区	1乡	次干路	40.87449985
2077	科技县	2乡	快速路	119.753652
2078	科技县	4乡	次干路	36.85274712
2079	10县区	1乡	主干路	69.43171591
2080	09县区	1乡	支路	26.43970853
2081	09县区	1乡	支路	22.16941254
2082	09县区	4乡	支路	23.69413427
2083	科技县	3乡	快速路	96.51794369
2084	09县区	1乡	主干路	74.80507351
2085	科技县	1乡	次干路	42.05639079
2086	科技县	4乡	主干路	51.94771942
2087	科技县	4乡	主干路	63.90860659
2088	10县区	2乡	次干路	36.41895168
2089	11县区	3乡	主干路	57.81528356
2090	科技县	3乡	支路	28.86027667
2091	11县区	3乡	次干路	42.58135285
2092	10县区	2乡	快速路	107.7554451
2093	科技县	2乡	次干路	45.09563866
2094	09县区	4乡	次干路	37.415924
2095	11县区	1乡	支路	23.75946452
2096	科技县	2乡	主干路	50.07671135
2097	科技县	1乡	支路	22.76635191
2098	科技县	3乡	主干路	67.6418397
2099	11县区	2乡	主干路	57.6374965
2100	11县区	4乡	快速路	96.31947015
2101	10县区	1乡	支路	25.89927475
2102	科技县	2乡	快速路	89.43421783
2103	10县区	1乡	主干路	69.67628997
2104	11县区	2乡	支路	27.84449721
2105	10县区	3乡	主干路	66.47531386
2106	科技县	4乡	快速路	101.3687823
2107	11县区	2乡	主干路	56.66747222
2108	10县区	2乡	支路	27.98115389
2109	科技县	1乡	次干路	31.85671964
2110	09县区	2乡	主干路	73.68679665
2111	11县区	2乡	快速路	92.35029425
2112	09县区	1乡	主干路	79.53342332
2113	科技县	4乡	支路	28.4628968
2114	科技县	2乡	快速路	89.60525295
2115	11县区	4乡	主干路	52.51224422
2116	科技县	3乡	快速路	80.15303616
2117	10县区	4乡	主干路	65.22014558
2118	科技县	2乡	快速路	87.62650601
2119	09县区	1乡	支路	23.14670854
2120	11县区	3乡	次干路	35.20595864
2121	科技县	1乡	次干路	33.87319165
2122	科技县	4乡	支路	29.59155571
2123	10县区	2乡	支路	20.52674323
2124	09县区	2乡	支路	25.41345872
2125	09县区	2乡	主干路	53.43093637
2126	09县区	3乡	次干路	42.73528413
2127	09县区	2乡	快速路	110.1990764
2128	11县区	1乡	主干路	51.36442095
2129	11县区	1乡	主干路	51.24176762
2130	11县区	3乡	快速路	105.9873703
2131	10县区	3乡	支路	23.59640929
2132	科技县	3乡	主干路	62.37810923
2133	科技县	3乡	支路	29.214043
2134	09县区	3乡	主干路	58.48153811
2135	11县区	2乡	快速路	92.97039163
2136	09县区	4乡	快速路	109.5170288
2137	10县区	2乡	支路	27.5558507
2138	11县区	4乡	次干路	33.82575902
2139	09县区	3乡	次干路	39.63280874
2140	10县区	3乡	支路	29.89897215
2141	11县区	3乡	支路	29.98395404
2142	10县区	3乡	支路	24.05253833
2143	11县区	1乡	次干路	47.93716762
2144	科技县	3乡	快速路	93.16466121
2145	09县区	2乡	支路	23.34808707
2146	09县区	3乡	次干路	39.2120194
2147	11县区	1乡	快速路	106.1707131
2148	11县区	1乡	主干路	61.552797
2149	科技县	4乡	次干路	39.67227245
2150	11县区	1乡	支路	24.92487452
2151	科技县	3乡	支路	25.46206527
2152	09县区	1乡	支路	27.94764259
2153	科技县	4乡	快速路	107.8113074
2154	11县区	3乡	快速路	116.5211185
2155	10县区	1乡	次干路	31.47749944
2156	科技县	1乡	支路	24.2068878
2157	09县区	2乡	主干路	75.79767771
2158	09县区	4乡	主干路	66.07075902
2159	科技县	4乡	快速路	96.40983659
2160	11县区	2乡	快速路	101.0341631
2161	09县区	2乡	支路	29.20022924
2162	科技县	4乡	主干路	57.11285027
2163	科技县	2乡	支路	23.82708872
2164	10县区	4乡	快速路	107.4445534
2165	09县区	1乡	快速路	81.99202694
2166	11县区	3乡	支路	22.57013749
2167	11县区	2乡	次干路	44.97748879
2168	科技县	4乡	支路	27.80225419
2169	11县区	2乡	主干路	71.11351688
2170	10县区	1乡	次干路	44.57531473
2171	09县区	2乡	次干路	47.63321658
2172	11县区	1乡	支路	29.66985127
2173	11县区	4乡	快速路	91.28894789
2174	09县区	2乡	快速路	114.5899126
2175	11县区	2乡	支路	20.46496181
2176	09县区	4乡	快速路	108.6942798
2177	科技县	3乡	支路	25.72564355
2178	09县区	4乡	快速路	86.54294213
2179	科技县	4乡	次干路	49.89657213
2180	科技县	3乡	快速路	108.5396162
2181	11县区	4乡	快速路	113.0225235
2182	10县区	2乡	主干路	61.18494917
2183	11县区	1乡	支路	23.22022592
2184	09县区	4乡	次干路	33.32506935
2185	11县区	4乡	支路	29.76372352
2186	10县区	1乡	主干路	75.82537673
2187	科技县	2乡	支路	21.80869626
2188	09县区	3乡	快速路	116.7820694
2189	11县区	2乡	次干路	35.06306926
2190	10县区	2乡	主干路	77.89928348
2191	科技县	3乡	主干路	77.65071717
2192	10县区	3乡	支路	24.44331925
2193	科技县	1乡	支路	24.94869039
2194	科技县	2乡	次干路	44.61630148
2195	11县区	3乡	次干路	46.46204793
2196	科技县	1乡	次干路	36.13562078
2197	11县区	2乡	主干路	67.87336977
2198	11县区	4乡	支路	20.91145312
2199	10县区	4乡	主干路	67.69726971
2200	09县区	2乡	快速路	102.3914893
2201	科技县	2乡	主干路	76.50292333
2202	10县区	4乡	快速路	104.9674617
2203	11县区	2乡	次干路	41.58700236
2204	10县区	4乡	次干路	46.14123473
2205	11县区	4乡	次干路	39.90835924
2206	11县区	2乡	主干路	50.70163229
2207	11县区	3乡	支路	27.49014801
2208	09县区	3乡	主干路	54.68373741
2209	10县区	1乡	支路	20.69744384
2210	11县区	3乡	快速路	119.2451599
2211	科技县	4乡	主干路	60.59908512
2212	09县区	2乡	快速路	83.25119954
2213	09县区	4乡	次干路	32.38444025
2214	10县区	4乡	次干路	44.44809391
2215	科技县	4乡	快速路	104.5134497
2216	09县区	3乡	主干路	78.28869608
2217	10县区	4乡	支路	27.12454882
2218	科技县	2乡	快速路	116.3196151
2219	科技县	3乡	支路	25.66980069
2220	科技县	4乡	快速路	94.01196633
2221	09县区	1乡	快速路	88.73870717
2222	10县区	1乡	主干路	57.31828551
2223	10县区	3乡	次干路	33.37773349
2224	科技县	4乡	次干路	45.18932674
2225	10县区	3乡	次干路	42.73802993
2226	10县区	4乡	支路	21.86480351
2227	10县区	3乡	主干路	66.33684182
2228	11县区	4乡	快速路	103.22956
2229	09县区	2乡	主干路	78.28208117
2230	10县区	1乡	主干路	64.62994787
2231	10县区	3乡	支路	25.18530612
2232	09县区	2乡	快速路	114.9750518
2233	10县区	3乡	快速路	111.1770663
2234	科技县	2乡	支路	26.51377887
2235	11县区	2乡	快速路	119.1055586
2236	09县区	2乡	支路	26.40877223
2237	科技县	2乡	主干路	60.25009444
2238	10县区	3乡	主干路	55.63635774
2239	10县区	2乡	快速路	80.84114261
2240	09县区	2乡	快速路	96.06789731
2241	科技县	2乡	快速路	119.9203194
2242	09县区	2乡	次干路	36.77406927
2243	11县区	1乡	主干路	56.31429602
2244	科技县	4乡	支路	23.21680395
2245	10县区	4乡	支路	29.33910468
2246	科技县	2乡	支路	28.16434815
2247	11县区	4乡	快速路	94.12764511
2248	10县区	1乡	支路	26.57432277
2249	科技县	2乡	快速路	81.00380342
2250	09县区	4乡	次干路	35.26028306
2251	科技县	3乡	快速路	117.0988443
2252	科技县	3乡	支路	20.11472096
2253	09县区	1乡	次干路	32.39289323
2254	11县区	3乡	快速路	91.72217425
2255	09县区	4乡	支路	26.0917509
2256	10县区	4乡	支路	20.05708145
2257	09县区	1乡	次干路	49.40902449
2258	10县区	4乡	主干路	52.0904538
2259	11县区	2乡	次干路	46.0952073
2260	科技县	4乡	主干路	51.59125926
2261	10县区	1乡	主干路	66.80247133
2262	09县区	2乡	次干路	43.97424924
2263	科技县	1乡	支路	29.65670346
2264	11县区	1乡	主干路	71.80066442
2265	科技县	4乡	快速路	117.3042873
2266	10县区	1乡	次干路	30.67166068
2267	11县区	1乡	主干路	78.51060014
2268	10县区	4乡	快速路	101.6039238
2269	11县区	4乡	支路	22.6919572
2270	科技县	1乡	次干路	35.79667487
2271	科技县	3乡	支路	22.94453981
2272	10县区	1乡	次干路	34.81699792
2273	09县区	2乡	快速路	85.2721652
2274	11县区	1乡	次干路	35.04383658
2275	11县区	3乡	快速路	109.6716272
2276	09县区	4乡	次干路	40.91052131
2277	10县区	4乡	支路	23.24598799
2278	科技县	3乡	次干路	37.69503474
2279	10县区	2乡	支路	29.7412782
2280	11县区	4乡	主干路	69.24408294
2281	11县区	3乡	快速路	113.2876193
2282	09县区	1乡	支路	25.5801867
2283	09县区	2乡	次干路	42.19856715
2284	11县区	4乡	支路	23.12768129
2285	09县区	2乡	快速路	111.9919062
2286	科技县	2乡	支路	22.39616863
2287	09县区	1乡	主干路	70.91719665
2288	科技县	3乡	次干路	33.29333935
2289	10县区	4乡	次干路	32.11366005
2290	10县区	4乡	次干路	45.07130969
2291	09县区	1乡	快速路	113.4529242
2292	11县区	3乡	快速路	103.2168759
2293	11县区	3乡	主干路	55.67332353
2294	科技县	2乡	支路	28.92939557
2295	10县区	3乡	支路	29.070974
2296	11县区	4乡	支路	29.12803693
2297	科技县	2乡	快速路	85.35209572
2298	科技县	4乡	次干路	36.24197126
2299	11县区	4乡	主干路	50.11667185
2300	10县区	1乡	支路	26.18699039
2301	09县区	3乡	快速路	100.9747831
2302	10县区	3乡	快速路	115.472326
2303	11县区	3乡	主干路	59.09984572
2304	11县区	2乡	快速路	90.62122355
2305	09县区	2乡	主干路	66.42220409
2306	10县区	1乡	主干路	71.14920386
2307	09县区	1乡	快速路	104.0319722
2308	09县区	3乡	快速路	109.4987911
2309	11县区	1乡	次干路	38.43070464
2310	科技县	1乡	次干路	38.54000277
2311	科技县	2乡	快速路	95.38185869
2312	10县区	4乡	快速路	89.71002479
2313	科技县	3乡	快速路	83.31402091
2314	10县区	4乡	快速路	102.9754474
2315	09县区	4乡	主干路	62.48312596
2316	10县区	2乡	次干路	34.56867045
2317	11县区	4乡	主干路	62.75406956
2318	11县区	3乡	支路	21.35980896
2319	11县区	2乡	次干路	30.57569814
2320	11县区	4乡	次干路	42.98134386
2321	科技县	1乡	主干路	76.09567139
2322	11县区	4乡	主干路	51.48479023
2323	09县区	4乡	主干路	50.85383912
2324	10县区	2乡	支路	29.239977
2325	科技县	2乡	主干路	58.67797982
2326	科技县	4乡	主干路	57.14163829
2327	科技县	4乡	次干路	34.2176807
2328	09县区	4乡	支路	20.60870623
2329	09县区	1乡	次干路	43.32327454
2330	09县区	1乡	快速路	112.7609491
2331	09县区	3乡	支路	24.22700821
2332	科技县	1乡	快速路	113.451541
2333	科技县	4乡	支路	24.5725021
2334	科技县	4乡	主干路	65.66693372
2335	11县区	4乡	快速路	98.61389186
2336	科技县	2乡	快速路	93.18978494
2337	科技县	4乡	支路	23.31634266
2338	11县区	2乡	次干路	44.92923379
2339	11县区	4乡	主干路	62.97105845
2340	10县区	3乡	主干路	63.35179123
2341	11县区	3乡	次干路	47.26477474
2342	10县区	4乡	主干路	61.39700727
2343	科技县	4乡	次干路	36.50363842
2344	09县区	4乡	支路	21.01240158
2345	科技县	3乡	次干路	37.97499395
2346	10县区	4乡	主干路	73.86098619
2347	科技县	2乡	次干路	30.64118852
2348	10县区	2乡	主干路	64.07380518
2349	科技县	2乡	快速路	108.593086
2350	10县区	1乡	主干路	61.09428571
2351	10县区	2乡	支路	26.67162439
2352	09县区	4乡	主干路	50.54054515
2353	10县区	4乡	次干路	32.68738065
2354	科技县	3乡	快速路	107.6310059
2355	科技县	4乡	次干路	34.38826596
2356	11县区	3乡	支路	26.79794533
2357	科技县	4乡	支路	22.18790264
2358	10县区	2乡	主干路	75.43729045
2359	09县区	3乡	快速路	98.83052822
2360	09县区	4乡	快速路	90.73984951
2361	11县区	2乡	主干路	58.89906587
2362	科技县	4乡	主干路	57.97706678
2363	10县区	3乡	主干路	56.36401892
2364	09县区	4乡	快速路	104.7274723
2365	10县区	3乡	次干路	42.26175594
2366	科技县	2乡	次干路	48.53117928
2367	科技县	3乡	快速路	109.4351469
2368	10县区	3乡	主干路	77.78544799
2369	10县区	1乡	快速路	96.83111043
2370	10县区	4乡	主干路	61.44168099
2371	11县区	2乡	次干路	33.25396918
2372	09县区	1乡	支路	27.45558281
2373	11县区	3乡	快速路	105.684902
2374	09县区	1乡	快速路	114.5597973
2375	09县区	1乡	次干路	32.93939745
2376	10县区	4乡	主干路	67.68152753
2377	10县区	4乡	支路	23.88319468
2378	09县区	2乡	主干路	71.99545489
2379	10县区	3乡	次干路	31.20073482
2380	11县区	1乡	主干路	53.0152275
2381	09县区	3乡	次干路	36.8450817
2382	09县区	3乡	快速路	115.8146008
2383	10县区	3乡	快速路	84.20458029
2384	科技县	1乡	次干路	31.32190825
2385	11县区	3乡	快速路	118.0309064
2386	10县区	4乡	支路	26.58556605
2387	科技县	4乡	主干路	63.29620044
2388	科技县	4乡	主干路	78.83559775
2389	11县区	1乡	支路	22.06308959
2390	11县区	4乡	支路	27.59653123
2391	10县区	1乡	支路	20.02324768
2392	09县区	4乡	支路	22.27908055
2393	11县区	3乡	支路	21.3284814
2394	11县区	4乡	支路	25.97149465
2395	09县区	1乡	快速路	101.3660926
2396	11县区	1乡	快速路	86.38586445
2397	科技县	1乡	主干路	61.66148047
2398	11县区	1乡	支路	21.36027129
2399	科技县	4乡	支路	25.69021542
2400	10县区	2乡	快速路	109.5307536
2401	10县区	4乡	支路	21.67789177
2402	10县区	1乡	支路	20.46462829
2403	09县区	4乡	支路	22.87374801
2404	09县区	4乡	次干路	32.95788407
2405	10县区	1乡	快速路	83.23857281
2406	科技县	2乡	主干路	68.52527214
2407	科技县	4乡	支路	20.7687909
2408	11县区	4乡	次干路	40.97923538
2409	科技县	4乡	支路	26.14525859
2410	10县区	1乡	次干路	44.76183086
2411	09县区	2乡	次干路	33.28184277
2412	科技县	1乡	次干路	49.37737794
2413	科技县	4乡	快速路	119.9653644
2414	09县区	4乡	次干路	31.66466477
2415	09县区	2乡	主干路	60.1866139
2416	11县区	2乡	次干路	45.52179465
2417	科技县	2乡	支路	21.10284997
2418	科技县	1乡	快速路	110.9356676
2419	10县区	3乡	支路	21.81370315
2420	10县区	3乡	次干路	38.78138277
2421	科技县	1乡	主干路	68.13463186
2422	科技县	1乡	主干路	79.63218711
2423	09县区	2乡	快速路	106.0211049
2424	10县区	3乡	支路	20.760473
2425	09县区	3乡	主干路	55.78686151
2426	11县区	2乡	快速路	90.95776413
2427	11县区	4乡	主干路	78.79157366
2428	10县区	1乡	快速路	110.0626272
2429	10县区	1乡	快速路	104.5209534
2430	10县区	2乡	快速路	105.5511767
2431	科技县	3乡	快速路	100.2815171
2432	10县区	4乡	支路	29.33365552
2433	11县区	3乡	主干路	76.88549384
2434	11县区	2乡	次干路	44.96194219
2435	11县区	1乡	快速路	112.2276029
2436	11县区	4乡	主干路	77.49437367
2437	09县区	3乡	主干路	68.26568362
2438	11县区	1乡	支路	26.80852187
2439	09县区	2乡	主干路	77.10795905
2440	09县区	1乡	快速路	111.231928
2441	科技县	4乡	主干路	77.95292081
2442	09县区	4乡	快速路	88.95240211
2443	科技县	4乡	次干路	32.22837258
2444	09县区	3乡	快速路	116.8398611
2445	11县区	2乡	主干路	69.53346352
2446	科技县	2乡	主干路	64.33250054
2447	10县区	1乡	快速路	80.67343482
2448	科技县	4乡	快速路	113.1837748
2449	09县区	4乡	快速路	96.70182583
2450	11县区	2乡	主干路	53.65263324
2451	10县区	3乡	主干路	52.92853917
2452	10县区	4乡	支路	26.15688241
2453	10县区	3乡	次干路	48.85063633
2454	09县区	2乡	支路	22.59742181
2455	科技县	3乡	快速路	119.5051436
2456	科技县	4乡	次干路	40.31278234
2457	09县区	1乡	快速路	93.63169922
2458	10县区	3乡	主干路	68.70329343
2459	11县区	3乡	次干路	39.11199096
2460	11县区	2乡	快速路	95.88576623
2461	09县区	1乡	快速路	112.9301132
2462	11县区	1乡	主干路	58.14366598
2463	科技县	2乡	次干路	47.69679254
2464	10县区	1乡	快速路	104.6205613
2465	09县区	2乡	主干路	68.50016016
2466	11县区	4乡	支路	29.14530741
2467	科技县	3乡	次干路	43.97350631
2468	科技县	2乡	快速路	105.9929805
2469	11县区	1乡	支路	21.6948583
2470	09县区	4乡	主干路	61.96119274
2471	科技县	4乡	次干路	42.99429342
2472	09县区	4乡	快速路	88.40081431
2473	11县区	4乡	快速路	91.57503639
2474	09县区	3乡	主干路	66.58519893
2475	科技县	3乡	快速路	101.4144611
2476	11县区	3乡	主干路	54.24653432
2477	09县区	1乡	次干路	46.38888108
2478	09县区	3乡	次干路	43.67852724
2479	10县区	2乡	次干路	44.89004265
2480	10县区	3乡	主干路	78.03997046
2481	09县区	2乡	次干路	34.05323893
2482	11县区	2乡	次干路	41.05259121
2483	10县区	3乡	快速路	85.50751449
2484	科技县	2乡	快速路	96.28153489
2485	10县区	3乡	快速路	85.80514856
2486	11县区	4乡	主干路	78.49007569
2487	科技县	4乡	快速路	87.05924216
2488	09县区	2乡	快速路	96.05958818
2489	11县区	2乡	支路	24.62085082
2490	10县区	3乡	次干路	45.48976391
2491	10县区	1乡	次干路	41.94781649
2492	科技县	1乡	支路	25.29960234
2493	11县区	4乡	快速路	80.59077127
2494	10县区	4乡	快速路	99.61889559
2495	10县区	4乡	快速路	95.36604266
2496	11县区	2乡	支路	21.93120006
2497	科技县	3乡	支路	20.85804846
2498	11县区	3乡	主干路	64.37901743
2499	11县区	3乡	支路	28.09677475
2500	科技县	1乡	次干路	41.50441487
2501	11县区	3乡	主干路	50.4149325
2502	11县区	3乡	主干路	66.12641865
2503	科技县	2乡	主干路	60.71653926
2504	09县区	2乡	主干路	64.86585604
2505	科技县	1乡	快速路	86.51713647
2506	11县区	4乡	次干路	49.92424311
2507	科技县	2乡	主干路	59.69448978
2508	科技县	3乡	支路	22.27881319
2509	10县区	3乡	次干路	30.01862369
2510	10县区	4乡	支路	28.90143031
2511	11县区	3乡	支路	27.11557194
2512	10县区	3乡	主干路	52.75432604
2513	09县区	4乡	支路	29.72898012
2514	科技县	4乡	快速路	89.74490359
2515	11县区	3乡	主干路	70.61191314
2516	10县区	2乡	支路	22.33014543
2517	科技县	2乡	主干路	56.87750704
2518	10县区	3乡	主干路	71.45509903
2519	11县区	1乡	主干路	51.24363945
2520	10县区	3乡	主干路	70.30785914
2521	10县区	1乡	快速路	99.56789676
2522	科技县	1乡	主干路	62.39325362
2523	09县区	4乡	快速路	93.81585957
2524	11县区	1乡	主干路	66.34691247
2525	科技县	1乡	快速路	105.7218057
2526	科技县	1乡	快速路	86.94792768
2527	科技县	4乡	主干路	73.88330587
2528	09县区	1乡	快速路	110.9498007
2529	10县区	4乡	次干路	38.60961485
2530	10县区	4乡	主干路	72.21419054
2531	科技县	4乡	快速路	119.0617213
2532	科技县	1乡	主干路	51.71164102
2533	11县区	1乡	支路	29.04883509
2534	09县区	3乡	快速路	89.73795686
2535	科技县	3乡	支路	21.50280162
2536	11县区	1乡	主干路	52.94655726
2537	11县区	2乡	支路	22.32071701
2538	11县区	2乡	支路	21.16822715
2539	11县区	4乡	快速路	88.48227397
2540	11县区	3乡	次干路	40.45123892
2541	09县区	1乡	快速路	93.18253745
2542	09县区	4乡	主干路	68.5236262
2543	科技县	1乡	支路	27.61152676
2544	09县区	1乡	支路	21.51869945
2545	09县区	2乡	支路	22.72893814
2546	科技县	1乡	支路	21.30664222
2547	09县区	3乡	快速路	107.1965774
2548	10县区	1乡	快速路	104.9294709
2549	09县区	1乡	主干路	57.03413294
2550	10县区	4乡	次干路	33.044394
2551	09县区	3乡	快速路	112.4509698
2552	10县区	3乡	支路	24.19422039
2553	10县区	2乡	快速路	94.72940074
2554	10县区	4乡	主干路	54.46134683
2555	11县区	4乡	快速路	117.5984628
2556	11县区	3乡	主干路	76.12874108
2557	09县区	2乡	支路	26.87904306
2558	09县区	1乡	支路	22.32246514
2559	科技县	1乡	快速路	97.68899465
2560	科技县	4乡	主干路	58.18118044
2561	10县区	2乡	支路	25.18248047
2562	科技县	4乡	快速路	111.6607434
2563	11县区	1乡	主干路	51.85692718
2564	11县区	1乡	快速路	84.14581934
2565	09县区	1乡	次干路	46.71317046
2566	科技县	4乡	快速路	113.9702944
2567	09县区	1乡	支路	24.99256061
2568	10县区	1乡	次干路	43.46027854
2569	10县区	4乡	主干路	55.50855678
2570	09县区	1乡	次干路	45.94503716
2571	10县区	4乡	快速路	111.4477139
2572	科技县	2乡	快速路	85.18681145
2573	11县区	2乡	主干路	73.34054903
2574	09县区	4乡	支路	28.3880462
2575	科技县	3乡	支路	26.96248613
2576	10县区	2乡	次干路	43.67740804
2577	11县区	4乡	主干路	54.8351859
2578	09县区	1乡	次干路	36.58922059
2579	科技县	3乡	快速路	108.6495971
2580	10县区	3乡	主干路	72.44201398
2581	10县区	3乡	支路	22.63260049
2582	11县区	2乡	次干路	41.54112702
2583	11县区	1乡	主干路	76.99502954
2584	11县区	3乡	快速路	84.86044203
2585	09县区	1乡	支路	22.19067858
2586	11县区	4乡	主干路	52.44219564
2587	09县区	1乡	主干路	51.39869775
2588	科技县	1乡	快速路	112.0056584
2589	09县区	1乡	支路	28.81445554
2590	科技县	4乡	次干路	40.84909789
2591	11县区	1乡	主干路	69.28306221
2592	09县区	3乡	快速路	110.9862417
2593	11县区	4乡	主干路	73.32234997
2594	09县区	4乡	次干路	40.20351861
2595	11县区	2乡	主干路	55.90697965
2596	11县区	4乡	快速路	106.2273174
2597	09县区	4乡	次干路	37.4747743
2598	09县区	4乡	主干路	56.74893103
2599	09县区	1乡	次干路	40.62647949
2600	11县区	4乡	主干路	54.84765807
2601	09县区	3乡	快速路	96.19854352
2602	科技县	2乡	支路	29.68506847
2603	09县区	2乡	快速路	104.0834607
2604	10县区	1乡	支路	25.29326091
2605	10县区	3乡	次干路	35.24075145
2606	科技县	3乡	快速路	119.1089729
2607	09县区	4乡	快速路	90.43697587
2608	11县区	1乡	支路	25.32284941
2609	11县区	3乡	次干路	30.83348415
2610	10县区	4乡	次干路	46.98861226
2611	10县区	3乡	主干路	74.38807671
2612	11县区	3乡	主干路	65.59509908
2613	科技县	2乡	次干路	46.02892544
2614	11县区	2乡	主干路	76.95600394
2615	11县区	4乡	次干路	30.20823732
2616	09县区	2乡	主干路	55.58891078
2617	09县区	2乡	支路	20.49756933
2618	11县区	3乡	主干路	65.15273617
2619	10县区	3乡	次干路	33.30458201
2620	09县区	1乡	主干路	57.75442018
2621	11县区	1乡	支路	23.59843106
2622	科技县	4乡	次干路	36.87793686
2623	10县区	1乡	快速路	118.9199278
2624	11县区	1乡	支路	29.61957096
2625	11县区	4乡	主干路	61.88195652
2626	科技县	3乡	快速路	109.5754649
2627	科技县	1乡	快速路	115.7970435
2628	11县区	4乡	次干路	33.82733447
2629	09县区	2乡	快速路	102.720909
2630	科技县	1乡	快速路	101.5905087
2631	科技县	2乡	主干路	56.02346789
2632	09县区	3乡	支路	20.79245338
2633	科技县	4乡	次干路	48.5228411
2634	11县区	4乡	次干路	47.18481563
2635	科技县	4乡	快速路	94.74096568
2636	09县区	2乡	主干路	69.17690088
2637	09县区	2乡	支路	25.87868207
2638	09县区	1乡	快速路	114.4532982
2639	09县区	3乡	主干路	68.94495302
2640	09县区	4乡	支路	25.28475209
2641	11县区	1乡	次干路	43.7194527
2642	09县区	1乡	快速路	86.73891007
2643	09县区	1乡	次干路	35.6164677
2644	科技县	2乡	快速路	106.3036028
2645	09县区	1乡	主干路	77.81459348
