道路编号	县区	乡	道路等级	速度
5972	09县区	4乡	次干路	32.43665542
5973	11县区	3乡	次干路	30.16328302
5974	11县区	4乡	次干路	42.35341987
5975	10县区	4乡	支路	22.00553416
5976	09县区	4乡	快速路	93.67650849
5977	09县区	2乡	快速路	95.52792731
5978	10县区	4乡	支路	24.81668047
5979	10县区	3乡	次干路	33.91597662
5980	11县区	3乡	次干路	47.14124465
5981	11县区	4乡	主干路	55.84083904
5982	09县区	1乡	支路	29.5655193
5983	10县区	3乡	次干路	48.3783766
5984	科技县	2乡	支路	29.37399974
5985	11县区	1乡	次干路	38.66053122
5986	科技县	3乡	快速路	86.90031938
5987	09县区	1乡	主干路	51.97070658
5988	10县区	2乡	支路	21.57633911
5989	09县区	3乡	快速路	106.4401037
5990	10县区	4乡	快速路	112.2686951
5991	11县区	3乡	支路	26.21109257
5992	10县区	3乡	快速路	101.8308469
5993	11县区	2乡	次干路	49.08620138
5994	09县区	4乡	支路	26.35459419
5995	11县区	2乡	快速路	93.56919259
5996	10县区	4乡	快速路	113.1493579
5997	11县区	1乡	次干路	36.64889269
5998	11县区	4乡	主干路	53.8224379
5999	11县区	1乡	次干路	35.7139172
6000	科技县	3乡	快速路	90.69013484
6001	11县区	1乡	次干路	48.47225836
6002	09县区	1乡	快速路	106.5879553
6003	09县区	4乡	主干路	60.87184615
6004	科技县	2乡	支路	22.74154455
6005	09县区	3乡	次干路	48.303158
6006	11县区	4乡	次干路	36.1815169
6007	科技县	4乡	主干路	53.39265721
6008	11县区	3乡	支路	25.13507997
6009	09县区	1乡	主干路	55.01479369
6010	科技县	3乡	支路	27.36049018
6011	科技县	1乡	支路	22.46443537
6012	科技县	1乡	支路	29.46267586
6013	科技县	4乡	支路	24.40311077
6014	科技县	3乡	次干路	36.85369443
6015	科技县	1乡	次干路	32.93853381
6016	10县区	2乡	支路	25.17426508
6017	科技县	4乡	次干路	39.41525523
6018	科技县	2乡	主干路	52.93218395
6019	09县区	4乡	次干路	48.26801112
6020	09县区	4乡	快速路	109.8247515
6021	10县区	4乡	快速路	109.4947199
6022	科技县	3乡	主干路	76.87717929
6023	10县区	1乡	次干路	40.63879835
6024	10县区	3乡	快速路	109.3338282
6025	10县区	2乡	支路	21.6046911
6026	科技县	4乡	主干路	79.14917943
6027	科技县	1乡	次干路	46.92385522
6028	09县区	2乡	快速路	93.58281264
6029	10县区	1乡	快速路	93.80811366
6030	11县区	2乡	支路	26.30762814
6031	科技县	4乡	支路	20.04176419
6032	10县区	3乡	支路	29.41078308
6033	10县区	2乡	快速路	82.66483351
6034	10县区	4乡	次干路	41.51129892
6035	科技县	4乡	快速路	92.17594174
6036	10县区	1乡	主干路	60.91729217
6037	09县区	3乡	快速路	104.8860838
6038	11县区	1乡	支路	24.32192364
6039	11县区	2乡	快速路	118.0975333
6040	10县区	3乡	快速路	110.0509239
6041	科技县	4乡	主干路	61.79722858
6042	科技县	2乡	快速路	96.73234303
6043	09县区	3乡	次干路	42.95977223
6044	10县区	3乡	支路	24.9147861
6045	11县区	1乡	支路	28.93136029
6046	11县区	3乡	主干路	79.34209474
6047	11县区	2乡	次干路	38.60071524
6048	科技县	2乡	主干路	55.63959535
6049	科技县	3乡	次干路	48.89184206
6050	10县区	1乡	次干路	35.78224602
6051	09县区	2乡	主干路	51.02103776
6052	11县区	1乡	主干路	66.99623424
6053	09县区	1乡	次干路	33.6189881
6054	09县区	2乡	主干路	55.82820168
6055	09县区	1乡	次干路	30.69875202
6056	10县区	2乡	主干路	59.12506087
6057	09县区	3乡	主干路	55.92541391
6058	09县区	4乡	快速路	97.98338817
6059	科技县	4乡	快速路	95.85638375
6060	10县区	1乡	快速路	85.47784992
6061	10县区	2乡	主干路	79.88357674
6062	科技县	1乡	次干路	36.02893417
6063	10县区	1乡	支路	23.17542047
6064	09县区	3乡	快速路	117.4909334
6065	09县区	2乡	主干路	77.14852177
6066	09县区	2乡	支路	24.95585266
6067	09县区	4乡	次干路	38.04310007
6068	科技县	1乡	主干路	52.90388614
6069	09县区	1乡	主干路	50.73256019
6070	11县区	1乡	支路	22.2966327
6071	科技县	2乡	支路	24.25825837
6072	11县区	3乡	次干路	42.11113806
6073	11县区	3乡	主干路	67.97523897
6074	10县区	1乡	支路	25.15667389
6075	10县区	1乡	次干路	39.86357803
6076	09县区	4乡	快速路	97.57952124
6077	09县区	2乡	支路	23.09503703
6078	09县区	2乡	快速路	87.53139324
6079	科技县	1乡	次干路	49.67807983
6080	11县区	1乡	主干路	54.64081353
6081	11县区	3乡	快速路	118.5266059
6082	科技县	3乡	支路	20.69224124
6083	11县区	3乡	支路	24.37335401
6084	科技县	3乡	次干路	41.02591665
6085	11县区	2乡	支路	23.38403922
6086	09县区	2乡	主干路	78.47274098
6087	11县区	2乡	主干路	56.30275233
6088	09县区	1乡	主干路	56.93362158
6089	09县区	3乡	快速路	82.14877287
6090	11县区	2乡	支路	25.74917931
6091	11县区	1乡	快速路	110.4579616
6092	10县区	3乡	快速路	85.31070436
6093	09县区	4乡	快速路	90.28709185
6094	10县区	1乡	支路	28.93991992
6095	科技县	3乡	主干路	54.1435522
6096	10县区	2乡	支路	28.17541293
6097	11县区	4乡	快速路	108.6306868
6098	11县区	1乡	支路	27.97270916
6099	10县区	2乡	快速路	108.2613835
6100	09县区	1乡	次干路	46.11284913
6101	科技县	2乡	主干路	51.69848537
6102	10县区	1乡	支路	27.16251447
6103	11县区	2乡	次干路	40.91888985
6104	10县区	2乡	主干路	53.35213336
6105	09县区	3乡	快速路	92.42045732
6106	11县区	3乡	快速路	85.76218888
6107	10县区	3乡	支路	27.22629082
6108	11县区	2乡	支路	28.93507732
6109	09县区	3乡	快速路	105.2474892
6110	09县区	3乡	次干路	49.32405134
6111	10县区	2乡	次干路	37.99959246
6112	11县区	1乡	支路	29.02348011
6113	09县区	3乡	主干路	67.24619733
6114	11县区	2乡	主干路	76.92590533
6115	11县区	4乡	支路	26.46001292
6116	10县区	3乡	次干路	35.20012303
6117	10县区	4乡	次干路	40.12386634
6118	11县区	2乡	快速路	85.79223117
6119	科技县	4乡	主干路	70.44440765
6120	科技县	4乡	快速路	107.8488825
6121	10县区	1乡	快速路	105.7776495
6122	10县区	4乡	主干路	52.03817772
6123	09县区	2乡	快速路	88.86908954
6124	11县区	3乡	支路	21.25974007
6125	科技县	2乡	支路	28.10295282
6126	11县区	4乡	次干路	30.7452363
6127	11县区	4乡	支路	24.01437452
6128	科技县	3乡	主干路	68.84574758
6129	科技县	3乡	快速路	85.36529145
6130	10县区	2乡	次干路	34.94326862
6131	09县区	1乡	支路	27.38439738
6132	10县区	1乡	次干路	33.79588641
6133	09县区	2乡	快速路	105.8184159
6134	科技县	4乡	主干路	69.11321199
6135	09县区	1乡	快速路	86.69125686
6136	11县区	2乡	次干路	45.56359016
6137	09县区	2乡	次干路	44.04606276
6138	科技县	1乡	次干路	30.55329409
6139	11县区	4乡	快速路	90.48794547
6140	科技县	2乡	支路	24.71313254
6141	10县区	3乡	次干路	46.9302733
6142	10县区	1乡	主干路	78.26170169
6143	10县区	1乡	主干路	55.78458536
6144	09县区	2乡	支路	22.27401719
6145	09县区	1乡	主干路	64.48713736
6146	11县区	2乡	支路	29.19169928
6147	11县区	1乡	主干路	52.16964781
6148	11县区	1乡	支路	29.1864344
6149	科技县	1乡	快速路	114.215159
6150	科技县	1乡	主干路	76.46416187
6151	10县区	1乡	支路	25.32696565
6152	11县区	4乡	次干路	42.38268051
6153	10县区	4乡	次干路	30.31448288
6154	科技县	4乡	支路	28.08189889
6155	10县区	1乡	主干路	70.40876602
6156	09县区	3乡	支路	27.53838328
6157	11县区	3乡	主干路	50.06701726
6158	09县区	4乡	次干路	48.73374332
6159	11县区	4乡	主干路	76.84549526
6160	10县区	1乡	快速路	105.0251234
6161	10县区	4乡	主干路	75.4291352
6162	11县区	3乡	支路	20.63306445
6163	11县区	4乡	支路	24.46653648
6164	10县区	1乡	主干路	52.82822999
6165	09县区	3乡	支路	21.67147055
6166	11县区	3乡	支路	21.44291373
6167	科技县	1乡	快速路	83.39722696
6168	10县区	3乡	支路	24.4803977
6169	10县区	2乡	主干路	79.47092122
6170	09县区	4乡	次干路	45.92269468
6171	科技县	2乡	快速路	101.1811742
6172	10县区	4乡	支路	25.65014726
6173	10县区	2乡	次干路	30.59450509
6174	10县区	2乡	快速路	115.5556197
6175	09县区	3乡	次干路	41.48679682
6176	科技县	2乡	次干路	32.39217242
6177	10县区	4乡	支路	26.52583033
6178	10县区	4乡	支路	25.86160322
6179	11县区	1乡	支路	25.23310976
6180	10县区	2乡	支路	26.97033938
6181	科技县	4乡	支路	22.9621653
6182	10县区	4乡	次干路	49.23292757
6183	10县区	4乡	快速路	95.15872484
6184	10县区	3乡	快速路	84.86921188
6185	11县区	4乡	主干路	77.24695523
6186	11县区	1乡	支路	22.83018151
6187	科技县	4乡	主干路	79.78040998
6188	09县区	4乡	支路	29.30388015
6189	11县区	3乡	支路	28.79003782
6190	11县区	1乡	快速路	96.49528471
6191	11县区	4乡	快速路	116.2282048
6192	科技县	4乡	主干路	58.64528125
6193	10县区	1乡	主干路	62.18356207
6194	09县区	4乡	次干路	45.57329314
6195	11县区	4乡	主干路	60.14417507
6196	科技县	2乡	快速路	103.4793481
6197	科技县	3乡	主干路	52.3505158
6198	10县区	3乡	主干路	69.35174639
6199	科技县	1乡	支路	26.0237723
6200	10县区	2乡	次干路	39.07888382
6201	10县区	1乡	支路	28.55777497
6202	09县区	4乡	次干路	47.2314945
6203	10县区	4乡	次干路	32.25458762
6204	科技县	1乡	次干路	31.43849704
6205	10县区	1乡	支路	21.09011195
6206	科技县	2乡	快速路	91.65905577
6207	09县区	1乡	快速路	80.31534542
6208	11县区	1乡	支路	23.80376848
6209	10县区	2乡	次干路	39.02803952
6210	11县区	4乡	支路	25.8621797
6211	09县区	4乡	主干路	60.64725153
6212	11县区	4乡	支路	24.83462478
6213	科技县	3乡	主干路	52.5081308
6214	09县区	4乡	支路	25.43695779
6215	10县区	4乡	次干路	39.5484423
6216	11县区	2乡	快速路	89.68820805
6217	科技县	4乡	支路	21.9333429
6218	09县区	4乡	支路	21.61116048
6219	科技县	4乡	支路	23.98181379
6220	11县区	3乡	支路	27.46318515
6221	科技县	4乡	快速路	84.99211882
6222	科技县	4乡	主干路	79.28894222
6223	科技县	3乡	快速路	89.9773293
6224	科技县	4乡	次干路	33.06607106
6225	科技县	2乡	主干路	72.25709941
6226	09县区	4乡	快速路	90.97782556
6227	11县区	3乡	支路	21.01506115
6228	11县区	4乡	快速路	117.4860753
6229	11县区	2乡	快速路	119.536792
6230	科技县	2乡	支路	24.19248933
6231	11县区	3乡	主干路	50.65279297
6232	09县区	2乡	支路	26.61671153
6233	11县区	4乡	主干路	78.32074437
6234	科技县	3乡	快速路	114.2446303
6235	10县区	3乡	快速路	119.6300009
6236	09县区	3乡	主干路	60.26032848
6237	10县区	2乡	支路	28.42192608
6238	11县区	2乡	快速路	118.3573193
6239	科技县	2乡	次干路	42.15713421
6240	09县区	3乡	主干路	56.11812815
6241	10县区	2乡	主干路	76.37114534
6242	科技县	3乡	次干路	42.55231957
6243	科技县	2乡	快速路	95.48394006
6244	11县区	4乡	次干路	30.0946812
6245	11县区	4乡	主干路	50.47185401
6246	科技县	2乡	快速路	86.59721913
6247	09县区	1乡	快速路	111.9522299
6248	09县区	2乡	快速路	99.59472187
6249	11县区	4乡	支路	24.58009744
6250	11县区	4乡	主干路	59.3048005
6251	11县区	4乡	次干路	37.3043125
6252	10县区	4乡	主干路	54.3750778
6253	11县区	3乡	主干路	76.6139088
6254	11县区	3乡	快速路	88.91513441
6255	科技县	2乡	次干路	36.91636353
6256	科技县	2乡	快速路	86.74637458
6257	11县区	4乡	次干路	37.51105056
6258	10县区	3乡	快速路	105.4170148
6259	09县区	3乡	次干路	45.27230138
6260	11县区	1乡	支路	25.68733719
6261	09县区	4乡	快速路	109.8204048
6262	10县区	2乡	快速路	89.99612264
6263	10县区	1乡	次干路	44.31693492
6264	10县区	3乡	主干路	71.11442087
6265	10县区	2乡	支路	22.91295106
6266	科技县	2乡	支路	24.09661446
6267	11县区	2乡	主干路	74.7852357
6268	科技县	3乡	次干路	49.49772947
6269	10县区	1乡	次干路	45.34426674
6270	11县区	4乡	支路	27.68804717
6271	科技县	4乡	主干路	73.42171413
6272	11县区	4乡	次干路	45.30494621
6273	科技县	2乡	快速路	89.51879069
6274	11县区	4乡	次干路	45.23498793
6275	09县区	2乡	主干路	77.67750606
6276	11县区	2乡	次干路	30.62122519
6277	11县区	2乡	支路	24.79806849
6278	科技县	4乡	主干路	71.05663073
6279	09县区	3乡	主干路	53.99770768
6280	11县区	2乡	主干路	55.96508534
6281	09县区	4乡	次干路	44.84397078
6282	10县区	4乡	支路	28.84879561
6283	09县区	1乡	主干路	56.54591311
6284	科技县	1乡	支路	24.56933169
6285	09县区	1乡	次干路	31.18941355
6286	科技县	1乡	次干路	49.95365671
6287	11县区	1乡	次干路	41.98708568
6288	10县区	2乡	支路	26.76272146
6289	09县区	3乡	支路	26.30203931
6290	09县区	1乡	快速路	108.4740637
6291	科技县	4乡	支路	27.75285915
6292	10县区	2乡	次干路	32.24545399
6293	11县区	1乡	快速路	116.1432804
6294	10县区	3乡	快速路	105.1056883
6295	11县区	3乡	快速路	80.80790903
6296	10县区	1乡	主干路	72.25513747
6297	科技县	1乡	支路	29.063092
6298	10县区	4乡	支路	20.92257601
6299	科技县	1乡	支路	27.39820607
6300	11县区	2乡	快速路	95.16103958
6301	11县区	3乡	快速路	83.96392733
6302	科技县	2乡	快速路	90.4329824
6303	11县区	1乡	快速路	92.65417864
6304	11县区	4乡	次干路	45.90515589
6305	09县区	2乡	支路	22.99013854
6306	09县区	2乡	主干路	68.58775031
6307	10县区	4乡	快速路	91.36937828
6308	科技县	3乡	主干路	60.17870436
6309	11县区	1乡	支路	25.45079114
6310	10县区	2乡	次干路	43.81607936
6311	科技县	4乡	主干路	71.12420991
6312	09县区	2乡	支路	28.14089768
6313	10县区	1乡	支路	22.12689571
6314	科技县	2乡	快速路	114.3150237
6315	11县区	1乡	支路	24.52118766
6316	11县区	2乡	主干路	61.12161717
6317	科技县	4乡	主干路	51.97475337
6318	10县区	3乡	次干路	36.79399168
6319	11县区	2乡	快速路	104.1722579
6320	11县区	1乡	次干路	38.27919354
6321	09县区	4乡	支路	25.24003194
6322	11县区	4乡	主干路	52.33813229
6323	09县区	4乡	支路	22.27451837
6324	11县区	2乡	主干路	52.96914667
6325	09县区	3乡	快速路	97.69411903
6326	09县区	3乡	支路	22.81582594
6327	10县区	4乡	主干路	65.32751643
6328	11县区	3乡	次干路	32.91963822
6329	11县区	1乡	快速路	110.1985146
6330	11县区	4乡	支路	24.53844692
6331	科技县	2乡	次干路	44.06391636
6332	10县区	3乡	次干路	47.63033598
6333	11县区	1乡	主干路	60.61457633
6334	09县区	2乡	次干路	33.35117099
6335	科技县	1乡	快速路	112.0738815
6336	科技县	2乡	主干路	60.43922791
6337	09县区	2乡	主干路	77.87598331
6338	科技县	4乡	快速路	104.8264153
6339	10县区	4乡	主干路	51.65594917
6340	11县区	3乡	次干路	43.41977795
6341	10县区	4乡	次干路	35.76901731
6342	11县区	4乡	次干路	47.96270048
6343	09县区	1乡	次干路	32.46135203
6344	11县区	3乡	主干路	57.59759292
6345	11县区	3乡	支路	22.5706094
6346	09县区	1乡	主干路	72.86887116
6347	科技县	1乡	主干路	76.58082402
6348	科技县	1乡	快速路	90.85646664
6349	科技县	3乡	次干路	43.80870228
6350	科技县	2乡	快速路	118.2464395
6351	09县区	3乡	次干路	38.86470639
6352	09县区	2乡	快速路	109.9096966
6353	11县区	3乡	快速路	118.2745123
6354	10县区	1乡	快速路	111.9470529
6355	09县区	3乡	快速路	111.3672379
6356	科技县	4乡	次干路	45.29082483
6357	10县区	4乡	快速路	105.9736492
6358	10县区	1乡	主干路	78.75658151
6359	科技县	1乡	快速路	99.02746869
6360	科技县	2乡	次干路	34.86461269
6361	11县区	1乡	主干路	58.07952105
6362	10县区	3乡	次干路	37.32582336
6363	10县区	4乡	主干路	61.67522245
6364	科技县	4乡	主干路	73.5791833
6365	科技县	4乡	快速路	101.7945877
6366	科技县	2乡	支路	22.14027124
6367	10县区	1乡	支路	24.83107975
6368	11县区	3乡	支路	20.02033006
6369	10县区	3乡	次干路	31.41046908
6370	11县区	2乡	次干路	44.60715578
6371	科技县	3乡	次干路	47.70662299
6372	09县区	3乡	主干路	64.8669837
6373	科技县	3乡	快速路	115.9162806
6374	10县区	2乡	快速路	99.727565
6375	10县区	4乡	次干路	44.59417786
6376	科技县	2乡	支路	24.95686814
6377	10县区	4乡	主干路	66.98712356
6378	11县区	4乡	支路	22.92161427
6379	09县区	3乡	次干路	49.85359617
6380	10县区	1乡	快速路	88.39727715
6381	科技县	3乡	支路	27.81536621
6382	11县区	4乡	快速路	110.6951733
6383	11县区	4乡	次干路	31.17313652
6384	09县区	1乡	主干路	73.04848858
6385	09县区	4乡	支路	29.45608308
6386	09县区	2乡	次干路	38.75855248
6387	10县区	2乡	支路	29.28527353
6388	11县区	2乡	快速路	93.18108262
6389	09县区	4乡	支路	27.74606532
6390	10县区	4乡	支路	27.7655015
6391	09县区	4乡	快速路	81.93915572
6392	科技县	1乡	快速路	97.51543594
6393	11县区	4乡	主干路	63.51475621
6394	09县区	3乡	快速路	100.4324293
6395	科技县	2乡	支路	25.93007732
6396	科技县	2乡	次干路	43.51573521
6397	科技县	2乡	支路	21.79356458
6398	11县区	2乡	支路	21.95610103
6399	09县区	3乡	快速路	82.50121465
6400	09县区	3乡	快速路	91.28170067
6401	科技县	2乡	支路	22.75331468
6402	10县区	2乡	次干路	49.52129948
6403	科技县	3乡	快速路	94.12990955
6404	11县区	4乡	支路	20.85709725
6405	科技县	3乡	次干路	44.86990915
6406	09县区	4乡	次干路	45.83368036
6407	11县区	4乡	快速路	96.42441462
6408	10县区	2乡	快速路	118.7134993
6409	10县区	2乡	快速路	99.07575243
6410	10县区	1乡	次干路	42.61664807
6411	科技县	1乡	主干路	52.78027341
6412	09县区	3乡	支路	26.46205491
6413	科技县	1乡	次干路	31.77897034
6414	10县区	2乡	主干路	56.31621857
6415	09县区	4乡	主干路	68.05541685
6416	科技县	4乡	主干路	55.60659134
6417	科技县	2乡	次干路	35.79756768
6418	09县区	4乡	支路	22.55487781
6419	科技县	3乡	主干路	79.89711171
6420	09县区	3乡	快速路	117.6308971
6421	11县区	2乡	支路	24.69948775
6422	10县区	2乡	支路	26.23418202
6423	11县区	2乡	支路	29.00061995
6424	11县区	4乡	支路	22.91146347
6425	09县区	2乡	快速路	97.57736673
6426	09县区	4乡	快速路	85.48680722
6427	09县区	4乡	主干路	56.85953217
6428	11县区	2乡	快速路	89.12559653
6429	11县区	1乡	支路	29.56663062
6430	09县区	1乡	主干路	50.63161592
6431	09县区	3乡	次干路	47.80651511
6432	10县区	1乡	次干路	38.32777671
6433	11县区	1乡	主干路	70.1530609
6434	09县区	3乡	次干路	35.47757152
6435	科技县	4乡	次干路	42.57672434
6436	09县区	3乡	主干路	57.90592514
6437	11县区	2乡	主干路	54.85546829
6438	09县区	3乡	快速路	98.62968516
6439	09县区	4乡	主干路	69.97931925
6440	10县区	2乡	主干路	55.82052963
6441	科技县	2乡	快速路	92.69547862
6442	09县区	2乡	快速路	89.90780358
6443	09县区	1乡	快速路	103.7459847
6444	10县区	4乡	主干路	62.57566651
6445	09县区	4乡	快速路	108.9667536
6446	09县区	4乡	快速路	82.13918944
6447	10县区	3乡	支路	22.29407549
6448	11县区	4乡	主干路	59.65826806
6449	10县区	1乡	主干路	58.52709409
6450	09县区	1乡	次干路	49.66642638
6451	11县区	3乡	快速路	98.11880345
6452	科技县	3乡	快速路	89.40008033
6453	11县区	3乡	次干路	43.09732704
6454	11县区	1乡	主干路	74.89655439
6455	11县区	3乡	次干路	44.87960867
6456	09县区	2乡	主干路	79.87000852
6457	11县区	3乡	次干路	38.93502278
6458	10县区	2乡	快速路	80.1058766
6459	11县区	3乡	支路	22.5226747
6460	10县区	3乡	次干路	43.5048618
6461	11县区	1乡	支路	26.86174151
6462	科技县	1乡	主干路	51.09945989
6463	10县区	2乡	支路	28.16855736
6464	科技县	4乡	快速路	84.44046113
6465	10县区	4乡	主干路	79.8596023
6466	09县区	1乡	快速路	88.00260507
6467	科技县	1乡	主干路	50.46287674
6468	10县区	2乡	主干路	74.58556533
6469	11县区	1乡	次干路	31.09216923
6470	11县区	2乡	主干路	76.37223907
6471	科技县	2乡	支路	26.23002873
6472	10县区	2乡	主干路	74.60751019
6473	科技县	4乡	次干路	42.17335655
6474	科技县	1乡	支路	29.40341046
6475	11县区	1乡	次干路	30.63359983
6476	09县区	3乡	支路	25.37834661
6477	11县区	2乡	主干路	57.42054475
6478	10县区	4乡	主干路	52.53544256
6479	09县区	1乡	次干路	36.85891465
6480	11县区	4乡	快速路	108.9229312
6481	09县区	3乡	主干路	56.74046274
6482	科技县	1乡	次干路	41.77455034
6483	09县区	1乡	次干路	30.35467281
6484	10县区	3乡	主干路	77.45093417
6485	11县区	2乡	快速路	80.00980528
6486	11县区	3乡	次干路	36.62835517
6487	10县区	2乡	快速路	116.9370588
6488	11县区	2乡	支路	25.82935628
6489	科技县	2乡	支路	22.45783148
6490	11县区	4乡	支路	26.78181432
6491	11县区	1乡	主干路	57.98323894
6492	11县区	1乡	次干路	42.77988381
6493	11县区	1乡	快速路	99.70115034
6494	09县区	2乡	主干路	57.80326564
6495	09县区	1乡	支路	29.35264925
6496	11县区	3乡	主干路	55.49487795
6497	科技县	4乡	快速路	97.47899602
6498	10县区	1乡	支路	25.77758644
6499	09县区	4乡	主干路	59.82918322
6500	11县区	2乡	快速路	118.2145883
6501	10县区	4乡	支路	28.44264798
6502	11县区	1乡	快速路	82.78861124
6503	11县区	2乡	支路	28.01507268
6504	09县区	4乡	支路	29.52239727
6505	09县区	4乡	次干路	40.6080603
6506	09县区	3乡	次干路	47.77003148
6507	科技县	1乡	快速路	110.142921
6508	科技县	3乡	次干路	47.2587837
6509	09县区	2乡	次干路	43.05888637
6510	10县区	2乡	快速路	94.56811741
6511	09县区	1乡	快速路	113.2138493
6512	10县区	4乡	次干路	30.13109386
6513	科技县	4乡	主干路	59.66167827
6514	10县区	1乡	支路	28.54421269
6515	11县区	1乡	次干路	30.38997843
6516	11县区	1乡	快速路	114.3186239
6517	10县区	3乡	次干路	45.55386039
6518	09县区	2乡	次干路	35.07468463
6519	09县区	2乡	主干路	76.32053866
6520	11县区	3乡	支路	27.61600858
6521	09县区	4乡	主干路	75.89195743
6522	09县区	1乡	次干路	37.31209366
6523	09县区	3乡	快速路	110.6442594
6524	科技县	1乡	次干路	33.15299065
6525	科技县	1乡	支路	28.91939133
6526	11县区	1乡	支路	27.13484689
6527	11县区	1乡	主干路	54.39947188
6528	11县区	4乡	快速路	115.1577813
6529	11县区	1乡	支路	22.72785252
6530	科技县	2乡	支路	20.86872064
6531	10县区	4乡	主干路	63.86411621
6532	09县区	1乡	快速路	103.9650114
6533	10县区	3乡	主干路	55.46877315
6534	09县区	3乡	支路	24.22044052
6535	10县区	4乡	主干路	54.62064117
6536	11县区	1乡	支路	28.82631219
6537	科技县	3乡	支路	20.51773375
6538	11县区	1乡	主干路	67.79566067
6539	11县区	3乡	支路	21.75759587
6540	11县区	4乡	次干路	44.87012721
6541	科技县	3乡	快速路	115.5211754
6542	科技县	4乡	主干路	55.54413058
6543	10县区	1乡	次干路	44.28270135
6544	11县区	4乡	主干路	74.74142945
6545	09县区	4乡	主干路	51.76469049
6546	10县区	1乡	次干路	46.29569846
6547	09县区	1乡	支路	26.28285401
6548	09县区	4乡	主干路	53.64417759
6549	科技县	4乡	快速路	117.4056193
6550	11县区	2乡	次干路	46.1094005
6551	09县区	4乡	支路	28.07475011
6552	11县区	1乡	支路	25.91121515
6553	11县区	3乡	次干路	43.69300298
6554	09县区	2乡	主干路	78.86090223
6555	09县区	2乡	支路	20.41675851
6556	科技县	1乡	快速路	106.3596053
6557	科技县	3乡	支路	23.45934312
6558	09县区	3乡	支路	22.73842322
6559	09县区	3乡	支路	20.39979863
6560	10县区	3乡	主干路	77.2839187
6561	11县区	3乡	主干路	79.64565518
6562	09县区	1乡	次干路	44.83052231
6563	科技县	2乡	次干路	33.78202683
6564	09县区	2乡	主干路	69.60598522
6565	09县区	4乡	支路	20.66669839
6566	11县区	3乡	次干路	45.2713074
6567	11县区	4乡	次干路	45.00354885
6568	11县区	1乡	快速路	97.90721425
6569	09县区	3乡	快速路	105.942232
6570	10县区	3乡	次干路	33.97663319
6571	09县区	4乡	快速路	97.40156726
6572	科技县	4乡	支路	25.64143293
6573	科技县	1乡	主干路	67.62335014
6574	10县区	2乡	主干路	64.15335329
6575	10县区	3乡	主干路	59.4522773
6576	10县区	3乡	次干路	44.8711021
6577	科技县	2乡	快速路	91.82664624
6578	科技县	4乡	支路	23.79053893
6579	10县区	4乡	主干路	71.10540763
6580	09县区	3乡	快速路	111.3344098
6581	10县区	1乡	次干路	42.75298636
6582	11县区	1乡	次干路	43.51366549
6583	09县区	3乡	快速路	119.4027675
6584	科技县	2乡	支路	21.19884669
6585	10县区	2乡	次干路	49.3723498
6586	11县区	2乡	快速路	80.472667
6587	11县区	2乡	支路	26.98243324
6588	10县区	4乡	支路	21.88082874
6589	10县区	3乡	支路	24.3213452
6590	科技县	2乡	次干路	47.8614352
6591	09县区	4乡	主干路	79.3807974
6592	09县区	2乡	次干路	36.98526042
6593	11县区	2乡	支路	25.33123117
6594	09县区	2乡	支路	22.41182737
6595	11县区	3乡	次干路	38.80858508
6596	11县区	1乡	次干路	40.12454363
6597	09县区	2乡	快速路	101.3000905
6598	09县区	3乡	快速路	107.1234155
6599	10县区	1乡	支路	25.46959563
6600	科技县	3乡	快速路	101.0691351
6601	科技县	1乡	支路	20.84580752
6602	10县区	3乡	支路	20.25241593
6603	11县区	1乡	次干路	33.34341772
6604	科技县	3乡	主干路	79.56232988
6605	09县区	4乡	主干路	75.73013648
6606	09县区	4乡	支路	24.44718185
6607	09县区	1乡	主干路	75.91079825
6608	11县区	3乡	支路	21.94523071
6609	科技县	2乡	次干路	31.94623478
6610	10县区	4乡	快速路	107.8989282
6611	09县区	4乡	快速路	112.1652876
6612	11县区	4乡	支路	21.02736166
6613	10县区	2乡	快速路	96.86435092
6614	11县区	4乡	次干路	44.40814854
6615	科技县	1乡	主干路	57.65460146
6616	10县区	1乡	快速路	92.31098217
6617	09县区	1乡	主干路	53.61140891
6618	09县区	1乡	快速路	111.9534717
6619	科技县	1乡	支路	20.32226365
6620	09县区	3乡	快速路	81.56111858
6621	11县区	1乡	主干路	55.65546041
6622	11县区	1乡	快速路	91.11258525
6623	11县区	2乡	主干路	75.60288322
6624	10县区	2乡	快速路	85.51172596
6625	09县区	2乡	主干路	53.80204723
6626	10县区	1乡	主干路	74.11893877
6627	09县区	2乡	快速路	116.881782
6628	11县区	2乡	支路	29.64067849
6629	09县区	2乡	支路	26.86977866
6630	科技县	2乡	次干路	35.78941091
6631	科技县	1乡	次干路	39.85924983
6632	09县区	1乡	主干路	78.90194633
6633	09县区	1乡	快速路	87.02425692
6634	科技县	2乡	快速路	84.16996299
6635	10县区	4乡	主干路	69.14551815
6636	11县区	4乡	主干路	77.40903418
6637	09县区	1乡	支路	25.13279321
6638	11县区	1乡	支路	25.70404815
6639	10县区	4乡	快速路	109.1846444
6640	11县区	1乡	支路	20.27030621
6641	10县区	4乡	支路	26.91013143
6642	10县区	3乡	次干路	45.23463287
6643	09县区	3乡	快速路	112.8522155
6644	11县区	1乡	次干路	49.46551319
6645	10县区	4乡	次干路	37.04472574
